"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","48.90","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","42.80","A","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","47.75","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","52.10","A","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","41.65","B","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105068433","7.322.25.5","48.70","A","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","455","E","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","370","C","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","455","D","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","865","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","1300","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","1170","C","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","1140","D","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","685","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","1070","D","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","645","D","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","","F","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Job vacancies","Number","223","units","0","v105068434","7.322.26.1","385","E","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","25.5","D","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","21.6","D","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","19.7","D","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","30.9","C","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","26.7","C","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","32.4","C","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","26.4","C","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","18.5","D","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","31.6","D","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","27.6","D","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","20.0","E","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Proportion of job vacancies","Percentage","242","units","0","v105068435","7.322.26.2","23.2","D","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","52.60","C","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","47.25","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","42.90","A","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","49.65","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","50.40","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","46.95","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","53.20","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","51.95","A","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","46.05","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","51.15","A","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","46.10","A","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105068436","7.322.26.5","48.15","B","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","195","D","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","480","D","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","450","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","870","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","540","D","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","510","D","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","370","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","615","E","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","240","C","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","260","E","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Job vacancies","Number","223","units","0","v105068437","7.322.27.1","155","D","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","10.7","D","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","11.5","E","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","20.7","D","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","16.1","D","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","17.9","D","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","14.9","D","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","11.8","D","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","10.0","D","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","18.1","D","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","10.2","C","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","10.0","E","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Proportion of job vacancies","Percentage","242","units","0","v105068438","7.322.27.2","9.2","D","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","64.00","D","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","51.35","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","50.80","B","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","54.50","B","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","46.95","A","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","53.00","B","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","52.85","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","48.60","B","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","50.85","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","45.35","A","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","51.40","A","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105068439","7.322.27.5","50.80","A","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","230","D","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","720","D","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","665","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","1250","E","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","735","C","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","1605","C","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","1370","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","865","D","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","675","D","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","","F","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Job vacancies","Number","223","units","0","v105068440","7.322.28.1","715","D","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","36.9","D","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","13.3","D","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","31.1","C","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","23.8","C","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","25.7","E","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","20.3","C","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","37.2","B","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","37.0","C","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","25.5","D","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","28.9","D","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","43.8","D","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Proportion of job vacancies","Percentage","242","units","0","v105068441","7.322.28.2","42.8","D","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","53.90","D","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","46.15","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","48.25","A","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","50.00","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","47.35","A","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","43.55","A","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","48.20","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","46.45","B","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","52.85","A","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","48.15","B","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","38.95","C","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105068442","7.322.28.5","33.55","C","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","120","E","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","435","E","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","180","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","275","D","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","160","D","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","295","D","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","245","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","390","E","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","190","D","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","185","E","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Job vacancies","Number","223","units","0","v1230886641","7.322.45.1","85","C","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","11.7","D","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","7.1","E","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","18.8","D","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","6.4","D","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","5.6","E","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","4.4","D","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","6.8","D","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","6.6","D","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","11.6","E","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","8.1","D","","","1"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","","F","","","1"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Proportion of job vacancies","Percentage","242","units","0","v1230925393","7.322.45.2","5.1","D","","","1"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","55.50","D","","","2"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","46.55","A","","","2"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","48.45","A","","","2"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","53.75","A","","","2"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","44.80","B","","","2"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","48.05","B","","","2"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","45.85","A","","","2"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","45.30","A","","","2"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","54.20","B","","","2"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","43.40","B","","","2"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","48.70","B","","","2"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230838201","7.322.45.5","51.10","A","","","2"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","","F","","","0"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","110","D","","","0"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","285","E","","","0"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","490","D","","","0"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","","F","","","0"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","575","D","","","0"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","1310","C","","","0"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","1125","D","","","0"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","475","D","","","0"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","485","E","","","0"
"2023-04","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","","F","","","0"
"2023-07","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Job vacancies","Number","223","units","0","v1230896329","7.322.46.1","630","E","","","0"
"2020-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","25.2","D","","","1"
"2021-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","6.3","D","","","1"
"2021-04","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","12.3","E","","","1"
"2021-07","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","17.5","D","","","1"
"2021-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","20.1","E","","","1"
"2022-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","15.9","C","","","1"
"2022-04","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","30.3","C","","","1"
"2022-07","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","30.4","D","","","1"
"2022-10","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","14.0","D","","","1"
"2023-01","Ontario","2016A000235","Software engineers and designers [2173]","120 days or more","Proportion of job vacancies","Percentage","242","units","0","v1230935081","7.322.46.2","20.8","D","","","1"
